"ID","Gender","Bmonth","Byear","Grade","School1","School2","School3","Confidence","Heard_sustain","Heard_earthweek","Heard_greenthumb","Heard_bike","Heard_conference","Heard_recycle","Heard_buddies","Part_sustain","Part_earthweek","Part_greenthumb","Part_bike","Part_conference","Part_recycle","Part_buddies","Effective","More_activities","Attendance","Collaborate","Member","Office_space","Increase_rate","Work_sustain","Leadership","Manage_funds","Investigate","Solutions","Brainstorm","Comments","SAM"
254944,"Female",5,1997,1,"BUS",NA,NA,"Slightly Confident",0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,2,2,3,"No preference","$1-$10","no",NA,NA,NA,NA,NA,NA,0
254949,"Female",2,1992,1,"HSE","SAL",NA,"Confident",0,NA,NA,"Bike Co-op",NA,NA,NA,0,0,0,0,0,0,0,NA,NA,2,5,3,"Physical Office","$11-$20","yes",3,2,5,5,5,"Getting the word out is really important! I also believe that students need to understand why environmental issues effect them and the planet.",0
254953,"Female",5,1993,1,"SCS","SAL",NA,"Confident",0,"Earth Week","Green Thumb",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,"?",3,3,4,"Online Office","$1-$10","no",NA,NA,NA,NA,NA,NA,0
254955,"Female",12,1992,2,"SAL",NA,NA,"Neutral",1,"Earth Week","Green Thumb","Bike Co-op",NA,NA,NA,0,1,0,0,0,0,0,"Effective",NA,5,5,5,"No preference","$1-$10","yes",3,3,3,3,4,NA,0
254966,"Male",9,1995,3,"BUS",NA,NA,"Neutral",1,"Earth Week",NA,NA,"ENVS Conference",NA,NA,0,0,0,0,0,0,0,NA,NA,3,3,3,"Physical Office","$1-$10","no",NA,NA,NA,NA,NA,NA,0
254967,"Female",11,1993,3,"SCS",NA,NA,"Neutral",0,"Earth Week",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Completely Ineffective",NA,4,4,4,"Physical Office","$1-$10","yes",4,1,4,4,4,NA,0
254973,"Male",10,1997,4,"SCS",NA,NA,"Neutral",0,NA,NA,"Bike Co-op",NA,NA,NA,0,0,0,0,0,0,0,NA,"All",4,5,4,"Physical Office","$1-$10","yes",3,2,3,4,4,NA,0
254975,"Male",12,1998,3,"SCS",NA,NA,"Confident",1,"Earth Week","Green Thumb","Bike Co-op",NA,NA,NA,0,0,0,0,0,0,0,NA,NA,3,3,1,"No preference","$1-$10","no",NA,NA,NA,NA,NA,NA,0
254981,"Female",3,1998,1,"BUS",NA,NA,"Confident",1,NA,"Green Thumb",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,2,3,3,"Physical Office","$1-$10","no",NA,NA,NA,NA,NA,NA,0
254983,"Female",8,1994,4,"HSE",NA,NA,"Confident",1,NA,"Green Thumb","Bike Co-op",NA,NA,NA,0,0,1,1,0,0,0,"Effective","recycling paper event at end of semester when students trash all of their stuff",2,3,4,"Physical Office","$1-$10","no",NA,NA,NA,NA,NA,NA,0
254993,"Female",8,1996,1,"HSE",NA,NA,"Not Confident at All",0,NA,NA,"Bike Co-op",NA,NA,NA,0,0,0,0,0,0,0,NA,"It would be really cool if there were an event where people could pay a small fee and get to pot a small plant for their dorm or something!",1,1,1,"Online Office","Not willing at all","no",NA,NA,NA,NA,NA,"I feel like this survey looks really negative. I really have no problems with this and I think it would be a great group and I hope it comes together! My reservations are more for personal reasons than anything else-while I think it's important to care for the environment and such it isn't really among my big interests, and I think I would like to see something like UCS improved first. Best of luck!",0
254994,"Female",6,1995,4,"SCS",NA,NA,"Confident",0,NA,NA,NA,NA,"Recyclemania",NA,0,0,0,0,0,1,0,"Neutral",NA,1,5,1,"Online Office","$1-$10","no",NA,NA,NA,NA,NA,NA,0
254995,"Female",9,1995,5,"SAL",NA,NA,"Extremely Confident",1,"Earth Week","Green Thumb","Bike Co-op","ENVS Conference",NA,NA,1,1,0,1,1,0,0,"Effective","Campaigns to reduce waste, encourage others to reuse, something that invites everyone, not just people that all ready care (easier said than done I know)",4,5,4,"Physical Office","$1-$10","yes",4,1,4,4,4,"The idea sounds very vague at this point, I am not sure what it entails and so I am hesitant to put ""extremely interested"" down for anything.",0
254999,"Female",1,1995,1,"SAM",NA,NA,"Neutral",0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,3,3,3,"No preference","$11-$20","no",NA,NA,NA,NA,NA,NA,1
255000,"Female",3,1993,2,"SAM",NA,NA,"Slightly Confident",0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,"An organization that brainstorms complex and creative ideas to make the use of power more efficient everywhere in the world.",2,4,3,"Physical Office","$11-$20","yes",1,3,4,5,3,NA,1
255006,"Male",12,1997,2,"SCS",NA,NA,"Extremely Confident",0,"Earth Week","Green Thumb","Bike Co-op",NA,NA,NA,0,0,0,1,0,0,0,"Completely Effective","recycling awarenes, and maybe green roofs",4,5,5,"Physical Office","$21-$30","yes",4,4,3,5,5,"can work with Truman investment group and the truman entrepeneurs cub or whoever they are for some fundraising ideas",0
255009,"Female",9,1986,3,"HSE",NA,NA,"Neutral",1,"Earth Week","Green Thumb","Bike Co-op","ENVS Conference",NA,"ENV Buddies",0,0,0,0,1,0,1,"Effective","I'm not sure",1,4,2,"Physical Office","Not willing at all","yes",3,1,3,3,3,NA,0
255024,"Female",10,1992,2,"IDS",NA,NA,"Neutral",1,"Earth Week","Green Thumb","Bike Co-op",NA,NA,NA,1,1,1,0,0,0,0,"Effective","More earth week and green thumb project activities",4,3,4,"Physical Office","$1-$10","yes",4,3,4,3,4,NA,0
255030,"Male",3,1995,3,"HSE",NA,NA,"Confident",0,NA,NA,"Bike Co-op","ENVS Conference",NA,NA,0,0,0,0,0,0,0,NA,NA,3,3,3,"No preference","Not willing at all","no",NA,NA,NA,NA,NA,NA,0
255032,"Male",12,1994,2,"HSE",NA,NA,"Neutral",1,NA,NA,"Bike Co-op",NA,NA,NA,0,0,0,0,0,0,0,NA,NA,3,3,3,"Physical Office","$1-$10","no",NA,NA,NA,NA,NA,"Going by years at Truman may not be the right way to do this.  I am not interested in working in the office because by credits, I am a senior graduating in the spring.",0
255033,"Female",11,1998,1,"SAL",NA,NA,"Confident",1,"Earth Week","Green Thumb","Bike Co-op","ENVS Conference",NA,NA,0,0,0,0,0,0,0,NA,NA,2,2,2,"Online Office","$11-$20","no",NA,NA,NA,NA,NA,NA,0
255036,"Female",7,1995,2,"SAL",NA,NA,"Confident",0,"Earth Week",NA,"Bike Co-op",NA,NA,NA,0,0,0,0,0,0,0,NA,NA,2,4,3,"Physical Office","$1-$10","yes",3,3,4,4,3,NA,0
255039,"Female",5,1995,2,"HSE",NA,NA,"Confident",1,"Earth Week","Green Thumb","Bike Co-op",NA,NA,NA,0,0,0,1,0,0,0,"Neutral",NA,5,5,5,"Online Office","$1-$10","yes",5,3,4,4,4,NA,0
255040,"Female",5,1994,4,"SAL",NA,NA,"Neutral",1,"Earth Week",NA,"Bike Co-op","ENVS Conference",NA,NA,0,0,0,0,0,0,0,"Neutral","Recycling",2,2,2,"Online Office","$11-$20","no",NA,NA,NA,NA,NA,NA,0
255042,"Male",10,1995,2,"SCS",NA,NA,"Slightly Confident",1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,1,1,1,"No preference","Not willing at all","no",NA,NA,NA,NA,NA,NA,0
255047,"Female",4,1994,4,"SAM",NA,NA,"Neutral",0,NA,"Green Thumb","Bike Co-op",NA,NA,NA,0,0,0,1,0,0,0,"Effective",NA,2,3,2,"No preference","$1-$10","no",NA,NA,NA,NA,NA,NA,1
255074,"Female",8,1997,3,"SCS",NA,NA,"Confident",0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,3,3,4,"Physical Office","$11-$20","yes",4,3,4,4,4,NA,0
255083,"Female",7,1997,2,"HSE",NA,NA,"Neutral",1,"Earth Week",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,3,3,3,"Online Office","Not willing at all","no",NA,NA,NA,NA,NA,NA,0
255091,"Female",10,1994,3,"HSE",NA,NA,"Neutral",1,"Earth Week","Green Thumb","Bike Co-op",NA,NA,NA,0,0,0,0,0,0,0,NA,NA,5,5,5,"No preference","Not willing at all","yes",5,3,3,5,5,NA,0
255165,"Female",1,1994,3,"SAL",NA,NA,"Neutral",0,"Earth Week","Green Thumb","Bike Co-op",NA,NA,NA,0,0,0,0,0,0,0,NA,"not sure",3,3,3,"Physical Office","$1-$10","no",NA,NA,NA,NA,NA,NA,0
255181,"Female",11,1992,2,"SCS",NA,NA,"Confident",1,"Earth Week","Green Thumb","Bike Co-op","ENVS Conference",NA,NA,0,0,0,0,0,0,0,"Ineffective","fun activities - environmental issues can often be bleak and therefore difficult to make people want to think about them",2,4,2,"Physical Office","$1-$10","no",NA,NA,NA,NA,NA,NA,0
255308,"Female",2,1992,3,"HSE",NA,NA,"Confident",1,"Earth Week","Green Thumb","Bike Co-op",NA,NA,NA,0,1,0,0,0,0,0,"Effective",NA,2,3,2,"Physical Office","$1-$10","no",NA,NA,NA,NA,NA,NA,0
255404,"Male",5,1996,2,"BUS",NA,NA,"Confident",1,"Earth Week","Green Thumb","Bike Co-op",NA,NA,NA,0,0,0,0,0,0,0,"Neutral",NA,4,4,4,"No preference","$11-$20","no",NA,NA,NA,NA,NA,"I have heard of those events but don't know anything about them.",0
255407,"Female",11,1997,4,"HSE",NA,NA,"Confident",1,NA,"Green Thumb","Bike Co-op","ENVS Conference",NA,"ENV Buddies",1,0,0,0,0,0,0,"Neutral",NA,2,3,3,"No preference","Not willing at all","no",NA,NA,NA,NA,NA,NA,0
255568,"Female",8,1994,4,"SCS",NA,NA,"Confident",1,"Earth Week","Green Thumb","Bike Co-op",NA,NA,NA,0,0,0,0,0,0,0,NA,"Glass Recycling",2,4,2,"No preference","$1-$10","no",NA,NA,NA,NA,NA,NA,0
255569,"Female",3,1996,2,"SCS",NA,NA,"Neutral",1,"Earth Week","Green Thumb",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,4,2,2,"Online Office","$1-$10","no",NA,NA,NA,NA,NA,NA,0
255570,"Female",2,1997,3,NA,NA,NA,"Neutral",0,NA,NA,"Bike Co-op",NA,NA,NA,0,0,0,0,0,0,0,"Neutral",NA,3,3,2,"No preference","Not willing at all","no",NA,NA,NA,NA,NA,NA,0
255571,"Female",2,1994,1,"HSE",NA,NA,"Confident",1,"Earth Week","Green Thumb","Bike Co-op","ENVS Conference","Recyclemania","ENV Buddies",0,0,0,0,0,1,0,"Effective",NA,3,4,4,"Physical Office","$1-$10","yes",4,4,2,3,4,NA,0
255572,"Female",12,1996,2,"HSE",NA,NA,"Extremely Confident",0,"Earth Week","Green Thumb","Bike Co-op",NA,NA,NA,0,0,0,0,0,0,0,NA,"Maybe trivia about sustainability or another fun way to raise awareness",3,4,4,"Physical Office","$11-$20","yes",4,1,4,4,5,NA,0
255573,"Female",8,1992,3,"BUS",NA,NA,"Slightly Confident",0,"Earth Week",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,3,3,3,"Physical Office","$1-$10","no",NA,NA,NA,NA,NA,NA,0
255574,"Female",3,1995,4,"SCS",NA,NA,"Neutral",1,"Earth Week",NA,"Bike Co-op",NA,NA,"ENV Buddies",0,0,0,0,0,0,0,"Ineffective",NA,1,1,1,"No preference","Not willing at all","no",NA,NA,NA,NA,NA,NA,0
255575,"Female",7,1996,3,"SAM",NA,NA,"Extremely Confident",1,"Earth Week","Green Thumb","Bike Co-op","ENVS Conference",NA,NA,1,1,0,0,0,0,0,"Neutral",NA,5,5,5,"Physical Office","$1-$10","yes",3,2,2,4,5,NA,1
255577,"Female",5,1998,4,"HSE",NA,NA,"Neutral",0,"Earth Week",NA,"Bike Co-op",NA,NA,NA,0,0,0,0,0,0,0,NA,NA,2,3,2,"Physical Office","$1-$10","no",NA,NA,NA,NA,NA,NA,0
255578,"Female",12,1997,1,"BUS",NA,NA,"Confident",1,"Earth Week",NA,"Bike Co-op",NA,NA,NA,0,0,0,0,0,0,0,"Ineffective",NA,3,4,2,"Physical Office","$1-$10","no",NA,NA,NA,NA,NA,NA,0
255582,"Female",3,1994,4,"HSE","SAL",NA,"Neutral",0,"Earth Week",NA,"Bike Co-op",NA,NA,NA,0,0,0,0,0,0,0,NA,"planting/gardening",2,2,2,"No preference","$1-$10","no",NA,NA,NA,NA,NA,NA,0
255583,"Female",1,1993,1,"HSE","SCS",NA,"Extremely Confident",1,"Earth Week","Green Thumb","Bike Co-op",NA,NA,NA,1,1,1,1,0,0,0,"Effective",NA,4,4,4,"Physical Office","$21-$30","yes",4,1,4,5,5,NA,0
255586,"Female",8,1996,4,"SAL",NA,NA,"Confident",1,NA,"Green Thumb","Bike Co-op","ENVS Conference","Recyclemania",NA,0,0,0,1,0,1,0,"Effective",NA,1,4,2,"No preference","$1-$10","no",NA,NA,NA,NA,NA,NA,0
255587,"Female",2,1995,4,"HSE",NA,NA,"Confident",1,"Earth Week","Green Thumb","Bike Co-op","ENVS Conference",NA,NA,1,1,0,0,0,0,0,"Neutral","Evironmental Health",2,3,4,"Physical Office","$1-$10","yes",2,3,4,4,3,NA,0
255588,"Female",8,1992,1,"IDS",NA,NA,"Confident",0,NA,NA,"Bike Co-op",NA,NA,NA,0,0,0,0,0,0,0,NA,NA,3,3,3,"Physical Office","Not willing at all","yes",4,4,2,2,4,NA,0
255592,"Female",2,1996,4,"HSE",NA,NA,"Neutral",0,NA,"Green Thumb","Bike Co-op",NA,NA,"ENV Buddies",0,0,0,0,0,0,1,"Effective",NA,5,4,4,"Online Office","Not willing at all","yes",4,4,3,2,2,NA,0
255598,"Male",12,1995,3,"BUS",NA,NA,"Extremely Confident",1,NA,NA,"Bike Co-op",NA,"Recyclemania","ENV Buddies",0,0,0,0,0,1,0,"Neutral","More push to have recycling containers outside of buildings, and awareness to recycle off campus",3,4,3,"Physical Office","$1-$10","yes",4,5,4,4,4,NA,0
255599,"Female",3,1997,4,"SAM",NA,NA,"Extremely Confident",1,"Earth Week","Green Thumb","Bike Co-op","ENVS Conference",NA,NA,1,1,0,0,0,0,0,"Neutral","Engage people in their classes. Give talks about sustainability to math classes, language classes. Branch out",4,3,4,"Physical Office","$21-$30","no",NA,NA,NA,NA,NA,NA,1
255602,"Female",3,1997,1,"HSE","SAL",NA,"Slightly Confident",1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,3,3,2,"No preference","$1-$10","no",NA,NA,NA,NA,NA,NA,0
255608,"Male",4,1998,4,"BUS",NA,NA,"Not Confident at All",1,NA,"Green Thumb","Bike Co-op",NA,NA,NA,0,0,0,0,0,0,0,NA,NA,1,2,2,"Online Office","Not willing at all","no",NA,NA,NA,NA,NA,NA,0
255610,"Female",3,1996,1,"SCS",NA,NA,"Confident",1,NA,"Green Thumb",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,1,2,1,"No preference","Not willing at all","no",NA,NA,NA,NA,NA,NA,0
255611,"Female",11,1994,3,"BUS",NA,NA,"Neutral",1,"Earth Week","Green Thumb","Bike Co-op",NA,NA,NA,0,0,0,0,0,0,0,NA,NA,1,1,1,"No preference","Not willing at all","no",NA,NA,NA,NA,NA,NA,0
255612,"Female",6,1997,1,"IDS",NA,NA,"Neutral",0,"Earth Week","Green Thumb","Bike Co-op",NA,NA,NA,0,0,0,0,0,0,0,NA,NA,3,3,4,"No preference","Not willing at all","yes",2,4,4,3,3,NA,0
255613,"Male",2,1994,4,"HSE",NA,NA,"Confident",1,"Earth Week","Green Thumb","Bike Co-op",NA,"Recyclemania",NA,0,0,0,0,0,0,0,NA,NA,1,1,1,"No preference","Not willing at all","no",NA,NA,NA,NA,NA,NA,0
255614,"Female",11,1993,1,"HSE","SAL",NA,"Slightly Confident",0,"Earth Week","Green Thumb","Bike Co-op",NA,NA,NA,0,0,0,0,0,0,0,"Neutral",NA,4,4,4,"Physical Office","$1-$10","yes",4,1,4,4,4,NA,0
255615,"Female",2,1996,2,"BUS",NA,NA,"Neutral",1,"Earth Week",NA,"Bike Co-op",NA,NA,NA,0,1,0,0,0,0,0,"Neutral",NA,2,2,1,"No preference","$1-$10","no",NA,NA,NA,NA,NA,NA,0
255617,"Female",1,1997,2,"SAL",NA,NA,"Neutral",0,NA,"Green Thumb","Bike Co-op",NA,"Recyclemania",NA,0,0,0,1,0,1,0,"Ineffective",NA,3,3,3,"No preference","$1-$10","no",NA,NA,NA,NA,NA,NA,0
255618,"Male",3,1995,2,"BUS",NA,NA,"Confident",1,NA,"Green Thumb","Bike Co-op",NA,NA,NA,0,0,0,0,0,0,0,"Ineffective",NA,2,3,2,"No preference","$21-$30","no",NA,NA,NA,NA,NA,NA,0
255625,"Female",12,1995,1,"SAM",NA,NA,"Slightly Confident",0,NA,NA,"Bike Co-op",NA,NA,NA,0,0,0,0,0,0,0,"Effective",NA,3,3,3,"Online Office","$1-$10","no",NA,NA,NA,NA,NA,NA,1
255636,"Female",3,1996,2,"HSE",NA,NA,"Neutral",1,NA,"Green Thumb","Bike Co-op",NA,NA,NA,0,0,0,0,0,0,0,NA,NA,2,2,2,"No preference","$1-$10","no",NA,NA,NA,NA,NA,NA,0
255643,"Female",9,1996,5,"SAM",NA,NA,"Confident",1,"Earth Week","Green Thumb","Bike Co-op",NA,NA,NA,1,0,1,0,0,0,0,"Completely Effective",NA,3,5,4,"Physical Office","$11-$20","yes",5,5,5,5,5,NA,1
255644,"Female",12,1997,4,"SAM","SCS",NA,"Confident",1,"Earth Week","Green Thumb","Bike Co-op","ENVS Conference",NA,NA,1,1,0,1,1,0,0,"Completely Effective","Glass recycling!",3,4,4,"Physical Office","anything above $30","yes",4,3,3,4,4,NA,1
255645,"Female",9,1996,4,"BUS","SCS",NA,"Confident",1,NA,NA,"Bike Co-op","ENVS Conference",NA,NA,1,0,0,0,0,0,0,"Effective",NA,2,3,1,"No preference","$1-$10","no",NA,NA,NA,NA,NA,NA,0
255651,"Female",4,1991,2,"SAM",NA,NA,"Confident",1,NA,NA,"Bike Co-op",NA,NA,NA,0,0,0,0,0,0,0,NA,NA,3,3,3,"No preference","$1-$10","no",NA,NA,NA,NA,NA,NA,1
255665,"Female",6,1995,1,"BUS",NA,NA,"Neutral",1,NA,"Green Thumb","Bike Co-op",NA,NA,NA,0,0,0,0,0,0,0,NA,NA,3,3,3,"Physical Office","Not willing at all","no",NA,NA,NA,NA,NA,NA,0
255666,"Male",3,1997,2,"BUS",NA,NA,"Neutral",0,"Earth Week",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,2,3,4,"Online Office","$1-$10","no",NA,NA,NA,NA,NA,NA,0
255668,"Female",3,1993,3,"SAM",NA,NA,"Neutral",1,NA,NA,"Bike Co-op",NA,NA,NA,0,0,0,0,0,0,0,NA,NA,2,3,3,"Online Office","$1-$10","no",NA,NA,NA,NA,NA,NA,1
255670,"Female",5,1996,2,"HSE",NA,NA,"Confident",1,NA,"Green Thumb","Bike Co-op","ENVS Conference",NA,NA,0,0,0,0,0,0,0,"Ineffective",NA,3,4,2,"Online Office","$1-$10","yes",2,1,3,2,4,NA,0
255671,"Female",9,1992,1,"SAM","SCS",NA,"Not Confident at All",0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,3,3,3,"No preference","$1-$10","no",NA,NA,NA,NA,NA,NA,1
255685,"Female",7,1992,3,"BUS",NA,NA,"Neutral",0,NA,"Green Thumb","Bike Co-op",NA,NA,NA,0,0,0,0,0,0,0,NA,NA,4,3,3,"No preference","$1-$10","yes",2,4,3,3,3,"Perhaps it is because I am an off campus student, but I have not heard of most of these events. Creating more awareness would probably help the cause.",0
255709,"Male",4,1997,4,"BUS",NA,NA,"Neutral",0,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,"Neutral",NA,3,3,4,"No preference","$1-$10","no",NA,NA,NA,NA,NA,NA,0
255720,"Male",9,1998,1,"SAM",NA,NA,"Neutral",0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"Neutral",NA,1,1,1,"Physical Office","Not willing at all","no",NA,NA,NA,NA,NA,NA,1
255824,"Female",1,1998,4,"SCS",NA,NA,"Not Confident at All",0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,4,4,3,"No preference","Not willing at all","yes",3,3,3,3,3,NA,0
255936,"Male",8,1997,4,"SAM",NA,NA,"Neutral",0,"Earth Week","Green Thumb","Bike Co-op",NA,NA,NA,0,0,0,0,0,0,0,NA,NA,2,3,1,"Physical Office","$21-$30","no",NA,NA,NA,NA,NA,NA,1
255985,"Female",6,1996,1,"SCS",NA,NA,"Neutral",1,NA,NA,"Bike Co-op",NA,NA,NA,0,0,0,0,0,0,0,NA,NA,3,3,3,"No preference","$21-$30","no",NA,NA,NA,NA,NA,NA,0
